723096,37133
725104,42039
722018,12063
701940,02290
725628,31137
722489,48257
724927,06001
722300,01117
723520,40065
727477,27135
724115,51017
725128,42027
725717,08045
722356,28151
726567,27015
727507,27151
702735,02020
727684,30033
723635,48233
701043,02185
725115,42043
724050,51059
745090,06085
727827,53025
722543,48157
722040,12009
724796,49005
727645,38089
723240,47065
702320,02050
702190,02050
724290,39113
725395,26075
726695,46105
726930,41039
726450,55009
725316,17115
726418,55095
747320,35035
726455,55071
724510,20057
703810,02110
727675,38101
722541,48085
723145,37035
724760,08077
724298,39149
726587,27105
723815,06071
726585,27013
725487,19139
725827,32007
701045,02185
726440,27109
723865,32003
722783,04013
726588,27169
724120,54081
725670,31031
722505,48061
725464,19099
726387,26055
722190,13063
722267,01041
725376,26163
724640,08101
724086,42091
724343,29181
724240,21093
725780,16077
726660,56033
722890,06111
703400,02164
725636,31045
727566,27099
726885,41059
701995,02180
725462,19103
725035,36103
725786,16071
722245,12005
722576,48193
725640,56021
742006,53057
722656,48495
723446,05009
726390,26007
725865,16013
725486,19079
727924,53015
723537,40083
725103,42011
726498,19107
726500,19041
725744,56037
723536,40047
724294,39045
701740,02290
722106,12071
702185,02050
722506,48215
724957,06097
703626,02100
724125,54055
702755,02261
727550,27007
723085,51710
725180,36001
722520,48479
726514,46033
727453,27005
702600,02290
724074,34005
724066,24043
726518,46123
724565,20177
702035,02180
727503,27059
726502,55135
727928,53035
726505,55059
701745,02290
725036,36027
702000,02180
727444,27075
722695,35013
722590,48113
727120,23003
727575,38035
727515,27011
724836,06067
725810,32007
724585,20167
724466,29095
722350,28149
725165,50021
727573,38071
700634,02185
723416,05117
726355,26021
703894,02198
725540,31153
723700,04015
727533,27155
911905,15009
724345,29189
725825,32007
725515,31067
722270,13067
785470,78010
725660,31157
747240,04013
723273,47189
911907,15009
722250,01113
723060,37183
724400,29077
724053,51069
701975,02240
724754,49053
725527,31021
725785,16011
727452,27119
725407,26137
703406,02164
724036,51683
744864,36103
725524,31175
722185,13139
724456,29125
723030,37093
722909,06073
724354,21067
702910,02240
722056,12127
723935,06083
726130,33007
723034,37125
722955,06037
725394,26005
722050,12095
725370,26163
725337,18089
725409,26059
726546,46029
724655,20065
725620,31111
911760,15003
726578,27097
727504,27001
722899,06071
724088,10001
724768,08123
722597,48363
702350,02050
725105,42109
726566,27117
726568,27147
726881,41071
722910,06111
722636,48111
745058,06087
723114,51109
726883,41059
911650,15007
723495,29097
726380,26143
724095,34021
724839,06067
722539,48055
725326,17195
722200,12045
723435,05113
726227,36045
722555,48321
723546,40071
725360,39095
722687,35015
726815,16039
725458,19197
747187,06065
744907,25021
727857,53075
725406,26063
703160,02013
723805,06071
723230,01089
725478,19079
725905,06045
724235,21111
725864,16085
725130,42079
745056,06073
699604,04027
724453,29159
723600,35059
727750,30013
723630,48375
726559,27083
727530,38017
727930,53033
726575,27059
724339,17199
722275,01039
911820,15003
722904,06073
723418,05091
722536,48029
701625,02185
723657,35043
727415,55085
727473,27115
725976,41037
722090,13179
725453,19155
725126,42013
722925,06037
724100,51031
726395,26069
724026,51001
701945,02290
725114,42133
724045,24045
725765,56013
724335,17081
725686,56009
722416,48029
727436,26009
726426,55097
747188,06065
726504,55125
726700,56029
724288,39049
703500,02150
723400,05119
747043,06037
703886,02198
726436,55057
726400,55079
725755,49011
724860,32033
722316,22089
724838,06115
724625,08067
724373,18167
702725,02020
725454,19183
722700,48141
722725,35029
702607,02105
724938,06081
701210,02185
999999,26109
725510,31109
726837,41045
727445,26053
723625,35006
724504,20173
727468,27061
725040,09001
725320,17143
727735,30039
725946,06015
724273,54107
723105,45079
723406,05075
726904,41019
723265,47035
726184,23001
724096,34021
724090,34025
722119,12057
722906,06073
724097,34027
723564,40143
722953,06029
725570,19193
722053,12095
725210,39153
725955,06093
727576,38035
724930,06001
722066,12031
917650,60050
726810,16001
722956,06037
723407,05031
724375,18105
724077,34037
722693,35035
724517,20009
725625,31145
723086,51700
724915,06053
724220,21081
725826,32015
725029,09009
727505,27119
747950,12009
725116,42071
726228,36033
724286,39119
724560,20013
724303,39153
723526,40149
725450,19113
744989,36013
725494,19137
723555,40019
724650,20181
702615,02090
723090,37049
722537,48265
726555,27035
725416,26107
725033,36061
724459,29131
727466,27073
725957,06093
725565,31141
725245,39035
725440,17161
723074,37041
725260,42049
723840,06029
726370,26049
725705,49047
726508,55113
726417,55119
722293,22023
725456,19111
726357,26077
722286,01125
744994,36093
725058,44009
725430,17201
723896,06107
725724,49049
722789,04013
726774,30081
727535,38093
723100,45063
726452,55141
700635,02185
747540,22079
722034,12015
726424,55101
724735,49055
727670,38105
725254,39039
727925,53045
725470,19061
726574,55141
727790,30029
745946,24047
723529,40019
722900,06073
724725,49045
725455,19057
722329,22101
726409,55131
722146,12001
724837,06115
724177,54003
722115,12081
722110,12057
725235,36013
724502,20035
702595,02122
722677,35057
726830,41025
724475,20091
722340,28075
703410,02122
725140,42081
725498,19009
726563,27131
702648,02068
745160,06095
723540,40109
722154,13313
726569,27085
724243,21167
725404,26091
722907,06073
723545,40119
725396,26025
725214,39093
724776,49019
726579,27053
725073,25001
724556,20111
702005,02158
723108,37155
722255,13215
722212,12109
724250,54099
724506,20169
726394,26095
726083,23003
724080,42101
722886,06037
724284,39049
703606,02070
704140,02016
747880,12057
723439,05005
723927,06111
727840,53005
725408,26153
726077,23009
722488,22065
702225,02290
700860,02185
725490,19187
726509,55027
726457,55087
723445,05143
747185,06025
726577,27003
722610,48465
723676,35037
723965,06079
726682,27141
726506,55039
722348,28067
725377,26099
912850,15001
722017,12069
724297,39061
724275,54009
700197,02188
725054,44007
723180,51121
726487,26109
703260,02060
726835,41017
725037,09001
726465,55073
722685,35027
742060,53053
722060,12031
723747,04017
726160,33007
723528,40141
722448,48423
725224,39157
722103,12111
722618,48371
727135,23015
722598,48113
724395,29183
722680,35005
725820,32007
726223,36089
727910,41007
726515,46011
725650,08031
726517,46102
703950,02130
723013,37129
722869,06065
690150,06071
724518,20051
722874,06037
724236,21025
700300,02185
725920,06089
723106,45041
723146,37009
723306,28087
723140,37119
724926,06099
744904,25009
722735,04003
726676,30021
744915,25013
723125,45007
726627,46063
704540,02016
724020,51001
722069,12091
703050,02050
726917,41011
722499,48347
723810,06029
722308,22057
722160,13095
725867,16031
723098,51137
726405,55133
722927,06073
727964,53029
722055,12083
702325,02170
724067,24005
725300,17031
725335,18103
724113,51121
702120,02158
724458,29051
727514,27159
725975,41033
727730,30061
726425,55117
724365,18037
723068,37195
726183,23017
724680,08041
727687,30083
724230,21111
724170,54083
724276,39113
722404,22019
722920,06037
723940,06083
722594,48439
722420,48167
726463,55073
725775,56041
722014,12053
725038,36071
724795,49027
724676,08097
724390,17167
722527,48039
727677,38055
723930,06083
725378,26093
727437,26043
724646,08009
723260,47009
726545,46035
724689,08063
722310,22051
722246,12091
722196,13089
722524,48175
724666,08005
722550,48469
725205,42003
722166,13185
726626,55029
722436,48201
745940,24033
690230,53029
725336,18035
725059,25017
723320,28081
727796,30035
723080,51710
722867,06065
722977,06059
723650,35043
725473,19045
727845,53021
722015,12087
702717,02261
727640,38015
746710,21047
724490,20043
724675,08037
722570,48027
725910,06103
723270,47037
722587,48277
724797,49001
722484,22015
725526,31019
722120,12029
726945,41003
722547,48491
727475,27065
722615,48465
722068,12031
725480,19013
725499,19053
723144,37161
911900,15009
723627,35031
722720,35017
727474,27137
724755,49021
727435,26097
702006,02290
726165,33005
727926,53041
725127,42021
724089,10003
726164,33007
723816,06037
725025,34003
722085,45013
722880,06037
723788,04015
722024,12086
725246,39139
725066,25007
701793,02290
747910,45051
725525,31001
725497,19155
726427,55031
701730,02290
725088,25009
724338,17163
747750,12133
723069,37133
725414,26023
724674,08103
722195,13121
724280,39049
723820,06037
747915,45051
702495,02170
726625,46093
724397,17113
723560,40143
722517,48249
703407,02050
724467,29101
745431,20125
722595,48439
725520,31079
725940,06023
722710,35051
725556,31017
725866,16083
722070,13051
725469,19117
725216,39169
722780,04013
722230,01097
723110,13059
724055,51107
703985,02198
724636,08017
723448,05063
726549,27137
726816,16053
911975,15001
722563,48309
726797,30031
726817,30061
726410,55025
722137,13127
747686,28047
722673,48181
726499,19063
703644,02185
725493,19125
702675,02261
745966,34009
727856,53063
727850,53063
725805,32027
726510,46099
722123,12105
725580,31055
725484,19149
702695,02170
722583,48113
725485,19033
725384,26147
701718,02188
724386,18157
725247,39035
723403,05119
723087,51700
785430,78030
727676,38101
724238,21101
722740,04019
727720,30049
700260,02185
727945,53061
724057,24025
725373,26163
725144,42075
746140,32003
725472,19169
724500,20173
726654,56019
726667,56003
726185,23011
723525,40075
722260,01101
726809,16001
727890,53047
722533,48325
742300,30017
726775,30107
725086,09001
724363,18005
727467,27077
726060,23005
722887,06037
727985,53055
702312,02290
724846,32003
747900,45085
722140,12073
723656,35049
725354,18039
703670,02105
724627,08113
747688,28059
727470,27071
703604,02122
725250,39155
726055,23031
702757,02261
725720,49035
703884,02198
725479,19145
725090,25017
723754,04001
726468,55099
726876,41023
724769,08069
724017,51049
724384,18097
723235,01033
746716,21227
724105,51015
724296,39027
723067,37107
725067,25001
725463,27099
726584,27123
911860,15009
727970,53009
727130,23003
725564,31053
722317,22033
725985,41015
724507,20133
726554,27165
726379,26145
722885,06037
722213,12069
722810,06025
725958,06049
722930,06073
725280,36029
722390,22069
724094,34013
723408,05093
725474,19175
700637,02185
723926,06111
722689,35009
690190,48441
703710,02220
722975,06059
722747,04009
725287,36063
725146,36075
722276,01099
723104,45079
724019,51183
726986,41067
724175,54033
747685,28047
722408,22113
727770,30041
722688,35025
725015,36071
722366,22103
724380,18097
726954,41041
723424,05043
726980,41051
725204,42007
726560,27111
722181,45013
724505,20173
727458,27061
722730,04003
726686,46065
722516,48273
722049,12011
722444,48339
725533,19071
723084,51085
726350,26081
726593,27063
722320,22075
725087,09003
724945,06085
702750,02261
745046,06039
725095,25027
722170,13021
723830,06037
746120,06029
727883,53037
726547,27121
703165,02013
724030,51059
722530,48029
727815,53037
724673,08065
726959,41047
722660,48441
747400,48267
745944,24510
727937,53061
722175,13153
702220,02290
724460,29165
726073,23011
722197,13113
724110,51161
727938,53053
727455,27137
702730,02020
724287,39173
726776,30027
722235,28059
724295,39023
745700,39057
702960,02261
725690,56025
722745,04019
723556,40101
724285,39049
703621,02122
723095,37147
725513,31081
724917,06053
725118,42133
723066,37191
725868,16029
723150,37089
724756,49017
724106,51143
724645,08071
727508,27021
911904,15009
723510,48485
726985,41051
722903,06073
723925,06083
722588,48231
727457,27005
725468,19025
723663,35055
724723,49037
726987,41027
722479,48439
725070,44003
725064,25023
722575,48027
726590,46013
726763,30031
726416,55111
722676,35015
690170,32003
723183,47163
726583,27093
722057,12117
722897,06079
725477,19047
722500,48061
723566,40121
745310,08041
726880,41059
725465,19179
725020,34013
702913,02261
727918,53011
724398,29091
722865,06071
702715,02170
724118,51117
723170,51089
724450,29019
722620,48109
722309,22051
726145,50023
726385,26101
725075,25003
725170,42077
727506,27033
727795,30089
723723,04025
724516,20175
726064,23031
722065,12031
722480,22017
723895,06031
726458,55029
726360,26121
723655,35001
911976,15001
726079,23019
722976,06059
725847,06017
722970,06037
722678,35007
911700,15003
723083,51093
723307,28087
725124,42019
911620,15007
724064,42001
726865,16059
723434,05143
743700,36045
723677,35047
722446,48005
727347,26047
722860,06065
723604,48075
726088,23019
724695,08005
702310,02290
703610,02282
727555,27135
725390,26065
722749,04013
725187,36019
727556,27075
723116,45031
724946,06085
725555,31041
702590,02122
722784,04013
724880,32031
726558,27017
725560,31119
726770,30111
727885,53009
726544,27137
725085,25027
724665,08073
726375,26125
724016,51003
723340,47157
725496,19021
724340,29189
724007,51800
747186,06073
726813,16027
727686,30085
723710,04005
725063,25019
722787,04013
726620,46103
722686,35009
724855,32021
722470,48401
727033,23003
722039,12011
725046,09007
724955,06055
722535,48029
725375,26163
726603,27037
726886,41001
723046,37055
722180,13245
722358,28113
747804,13051
725315,17019
722523,48029
724463,29095
727340,26033
725457,19109
727469,27031
722786,04013
723570,40027
724385,18095
722016,12087
725045,09009
725869,16031
723860,32003
725417,26065
724070,34001
722515,48355
725476,19191
722542,48053
723065,37147
724830,06067
722743,04019
722038,12021
702070,02180
727478,27069
724237,21059
725080,09003
724920,06077
703817,02105
723535,40047
727826,53025
722280,01073
726580,27053
745980,51650
727934,53033
722487,22079
723890,06019
727760,30013
723870,32023
724520,20007
702550,02170
723419,05139
724454,29187
723447,05005
722429,48471
726155,33001
726163,33005
724010,51087
726480,26041
723079,37091
726798,30067
727846,53071
722788,04013
725340,17031
723898,06031
725190,36067
725217,39017
726525,46135
725125,42065
725495,19141
722285,01055
745985,51141
725266,42083
727855,53063
994170,12011
726456,55139
724336,17077
911977,15001
726404,55125
701333,02188
723444,05007
726988,53039
725314,17163
722223,12033
727440,26061
724845,32007
726503,55111
722405,22055
726507,55049
704890,02016
725750,49057
703330,02164
726650,56005
725327,18127
725350,18141
702040,02180
724117,51195
726190,23021
703860,02195
725068,25005
727834,16055
724586,20169
724508,20045
725610,31033
724519,20125
722650,48329
726435,55017
722136,13127
